rating_id,employee_id,performance_score,promotion_eligible
1,1,2.6994680563763116,False
2,2,3.616020228598059,True
3,3,1.6325903500195174,False
4,4,1.6173310861664154,False
5,5,4.368437852940728,False
6,6,4.751543440697388,False
7,7,2.4925870625345166,False
8,8,3.168715800027297,True
9,9,3.799134891119712,True
10,10,3.1733632955676483,False
11,11,4.684307793866162,False
12,12,4.50751541341867,False
13,13,4.341296698109892,False
14,14,3.3575148570065254,False
15,15,1.5511351328012761,False
16,16,1.3452655969253744,False
17,17,2.926383732682587,False
18,18,3.4983635173861116,False
19,19,4.88807148342531,False
20,20,1.2533260689262695,False
21,21,4.847910779417203,False
22,22,2.1153264835766,False
23,23,3.8298585892062724,True
24,24,4.936553912109397,False
25,25,3.287546905229389,True
26,26,2.3565046666001686,False
27,27,2.037844164287226,False
28,28,4.76697686136197,False
29,29,3.448131240657497,True
30,30,4.776071094550522,False
31,31,4.802192309804505,True
32,32,3.517169438735647,True
33,33,1.953524962155445,False
34,34,4.980661772800275,False
35,35,1.7476180771772132,False
36,36,2.951917782288423,False
37,37,1.6156448172183686,False
38,38,4.885156320653023,False
39,39,3.5130995306661945,True
40,40,3.714237158515071,False
41,41,3.6543433830857284,False
42,42,3.4532594432634385,False
43,43,1.7305723476761243,False
44,44,2.088929020871286,True
45,45,2.907212075474777,False
46,46,2.7779919420266115,False
47,47,4.74369674586081,False
48,48,1.5137608089903543,False
49,49,2.3596873871043873,False
50,50,1.460903693516757,False
51,51,2.825498269707216,True
52,52,1.6864526177212507,False
53,53,1.9252559451169873,False
54,54,1.8281417885403384,True
55,55,1.0125046022594804,False
56,56,3.5608822218123257,False
57,57,1.1709781826221253,True
58,58,2.960313724759354,False
59,59,3.0334143406144842,False
60,60,2.8061972764060994,False
61,61,2.4699989708530916,False
62,62,3.927256894619661,False
63,63,4.425300831609654,False
64,64,1.7622464541196408,False
65,65,3.344994464178184,False
66,66,4.5873246595689645,False
67,67,2.7900901986921487,True
68,68,3.460673781562995,False
69,69,3.48839920933296,False
70,70,4.898729583277009,False
71,71,1.7505691633026896,False
72,72,4.814507306949479,False
73,73,4.451745558299438,False
74,74,4.759623586534042,True
75,75,3.635555820195144,True
76,76,4.5638704587025565,True
77,77,1.3549220507876925,True
78,78,4.703022174109443,False
79,79,1.6978923345534964,False
80,80,1.5518506605919997,False
81,81,3.2685804529756526,False
82,82,1.8709104827700758,True
83,83,2.0792895042936017,False
84,84,3.897795365264934,False
85,85,3.579450617653659,False
86,86,3.9068459126612476,False
87,87,1.54132579889278,False
88,88,2.86755028345992,True
89,89,4.7445932030161835,False
90,90,1.8095301272960556,False
91,91,1.2137738851013204,False
92,92,2.941975657455704,False
93,93,4.696814743532977,False
94,94,4.086382409986699,False
95,95,4.7645228240143185,False
96,96,4.460369190482697,False
97,97,2.28192362724044,False
98,98,4.933464911039675,True
99,99,2.4054261513998063,False
100,100,3.7583381161658083,False
101,101,2.639127277296029,False
102,102,2.444578079716019,False
103,103,3.7236094364406407,False
104,104,3.129554778200614,True
105,105,2.919468102890378,False
106,106,3.5371867961746135,False
107,107,2.232079633050116,False
108,108,3.3453067472455333,False
109,109,3.6406396003646657,False
110,110,3.082864945168204,False
111,111,2.170873340219042,False
112,112,1.398282928490544,False
113,113,3.267774989883125,False
114,114,3.693046581963851,False
115,115,2.069674436422091,True
116,116,2.0538116306329295,True
117,117,1.156248670944667,False
118,118,1.3122193856473228,False
119,119,4.819548242832607,False
120,120,3.98253231194433,True
121,121,1.6613006894057745,False
122,122,2.79219558433638,True
123,123,4.981192206817461,False
124,124,1.7873942216126917,True
125,125,2.2314994358973275,False
126,126,3.0203397319663403,True
127,127,3.639747180525662,True
128,128,1.262316399843304,False
129,129,4.453557698953523,False
130,130,2.2836729356052556,False
131,131,1.485349695377563,True
132,132,2.3272583509575195,False
133,133,4.653120663194246,False
134,134,4.382147247462729,False
135,135,4.896549280377073,False
136,136,2.371452853685393,False
137,137,3.5820042981952827,False
138,138,2.768196734456873,False
139,139,2.6950039213162893,False
140,140,3.800732513243488,True
141,141,3.2175019809604986,False
142,142,3.068216057506272,False
143,143,3.534665284578689,False
144,144,3.230799520671249,False
145,145,2.0651178249354394,False
146,146,3.7425996624614544,True
147,147,3.9175762253339546,False
148,148,2.658776557401659,False
149,149,1.7209203884807183,False
150,150,3.847574032632784,True
151,151,4.872655090032673,False
152,152,1.3255887473439918,True
153,153,2.047774268710833,True
154,154,1.5784072501602204,False
155,155,1.4104364973780372,True
156,156,2.0960907636718042,False
157,157,3.703518523342147,False
